server,eval_csv,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,drop_from_best,success_peak_after_500k,peak_step_after_500k,trajectory,mtime
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_094036/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_094036,visual-cube-double-play-singletask-task1-v0,visual-cube-double-play,task1,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.3,-406.7,407,0.3,300000,0,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.3,2026-06-10T10:56:47
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_094036/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_094036,visual-cube-double-play-singletask-task1-v0,visual-cube-double-play,task1,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.2,-484.7,481.4,0.2,300000,0,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.2,2026-06-10T10:58:41
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_105940,visual-cube-double-play-singletask-task2-v0,visual-cube-double-play,task2,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-895.7,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T12:16:38
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940,visual-cube-double-play-singletask-task2-v0,visual-cube-double-play,task2,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-980.9,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T12:18:35
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944,visual-cube-double-play-singletask-task3-v0,visual-cube-double-play,task3,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-979.6,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T13:36:50
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_121944,visual-cube-double-play-singletask-task3-v0,visual-cube-double-play,task3,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-906.9,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T13:38:45
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_133949,visual-cube-double-play-singletask-task4-v0,visual-cube-double-play,task4,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-970.7,500,0.1,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T14:56:41
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_133948,visual-cube-double-play-singletask-task4-v0,visual-cube-double-play,task4,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-949.4,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T14:58:16
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_145853,visual-cube-double-play-singletask-task5-v0,visual-cube-double-play,task5,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-994.8,500,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T16:15:43
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_145853/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_145853,visual-cube-double-play-singletask-task5-v0,visual-cube-double-play,task5,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-795.2,500,0.1,150000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T16:17:18
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_161756/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_161756,visual-scene-play-singletask-task1-v0,visual-scene-play,task1,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.8,-755.3,537.7,0.9,200000,-0.1,,,0:0 -> 100k:0.8 -> 200k:0.9 -> 300k:0.8,2026-06-10T17:35:40
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_161757/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_161757,visual-scene-play-singletask-task1-v0,visual-scene-play,task1,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,1,-527.2,371.9,1,200000,0,,,0:0 -> 100k:0.4 -> 200k:1 -> 300k:1,2026-06-10T17:37:20
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_173802/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_173802,visual-scene-play-singletask-task2-v0,visual-scene-play,task2,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1580.9,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T18:56:22
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_173802/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_173802,visual-scene-play-singletask-task2-v0,visual-scene-play,task2,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1639.9,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T18:58:16
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_185907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_185907,visual-scene-play-singletask-task3-v0,visual-scene-play,task3,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1763.3,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T20:17:44
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_185907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_185907,visual-scene-play-singletask-task3-v0,visual-scene-play,task3,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1625.8,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T20:19:40
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_202011/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_202011,visual-scene-play-singletask-task4-v0,visual-scene-play,task4,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-972.6,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T21:38:32
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_202011/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_202011,visual-scene-play-singletask-task4-v0,visual-scene-play,task4,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.1,-1124,718,0.1,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-10T21:40:35
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_214116/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_214116,visual-scene-play-singletask-task5-v0,visual-scene-play,task5,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1498.3,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T22:59:46
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_214116/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-scene-play_visual-scene-play-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_214116,visual-scene-play-singletask-task5-v0,visual-scene-play,task5,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1517.3,750,0,1,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-10T23:01:57
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0.1,-951.9,952,0.1,100000,0,0.1,600000,0:0 -> 100k:0.1 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0.1 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0.1,2026-06-11T03:11:43
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260610_230220/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260610_230220,visual-antmaze-teleport-navigate-singletask-task2-v0,visual-antmaze-teleport-navigate,task2,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.2,-901.6,901.8,0.2,450000,0,0.2,600000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.1 -> 600k:0.2 -> 700k:0 -> 800k:0 -> 900k:0.2 -> 1M:0.2,2026-06-11T03:24:30
4090d,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_032534/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_032534,visual-antmaze-teleport-navigate-singletask-task3-v0,visual-antmaze-teleport-navigate,task3,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0,-1000,1000,0.3,250000,-0.3,0.2,600000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.1 -> 500k:0 -> 600k:0.2 -> 700k:0 -> 800k:0.2 -> 900k:0.1 -> 1M:0,2026-06-11T07:33:58
